Date,Flight Number,From,To,Class,Price,FLowCard,Bags Checked,Meal Type
4/12/2024,PA009,New York,Tokyo,Economy,3215.00,Yes,0,Vegetarian
9/18/2024,PA007,New York,Perth,Economy,2045.00,Yes,2,Egg Free
12/26/2024,PA001,London,New York,First Class,280.00,Yes,2,Vegetarian
12/13/2024,PA003,London,Perth,Economy,1065.00,Yes,1,None
5/18/2024,PA008,Perth,New York,Economy,2145.00,Yes,0,Egg Free
6/27/2024,PA010,Tokyo,New York,Premium Economy,1445.00,Yes,3,Vegetarian
10/17/2024,PA010,Tokyo,New York,Premium Economy,1012.50,Yes,2,Vegetarian
5/2/2024,PA004,Perth,London,First Class,603.00,Yes,3,Nut Free
2/10/2024,PA005,London,Tokyo,Economy,1220.00,Yes,3,Egg Free
1/11/2024,PA004,Perth,London,Business Class,710.40,Yes,1,None
4/28/2024,PA006,Tokyo,London,Premium Economy,660.00,Yes,3,Nut Free
5/27/2024,PA005,London,Tokyo,First Class,677.00,Yes,0,Egg Free
8/2/2024,PA011,Perth,Tokyo,Economy,1465.00,Yes,3,None
2/23/2024,PA006,Tokyo,London,Business Class,518.40,Yes,1,None
2/1/2024,PA010,Tokyo,New York,First Class,424.00,Yes,0,Dairy Free
1/22/2024,PA008,Perth,New York,Business Class,676.80,Yes,1,None
7/18/2024,PA009,New York,Tokyo,First Class,247.00,Yes,2,Vegetarian
11/24/2024,PA008,Perth,New York,Business Class,484.80,Yes,3,Egg Free
4/2/2024,PA010,Tokyo,New York,Economy,1695.00,Yes,2,Dairy Free
11/27/2024,PA012,Tokyo,Perth,Business Class,561.60,Yes,1,Vegetarian
10/14/2024,PA009,New York,Tokyo,Economy,1150.00,Yes,2,Vegan
7/19/2024,PA001,London,New York,First Class,364.00,Yes,0,Nut Free
6/7/2024,PA009,New York,Tokyo,Premium Economy,1580.00,Yes,2,Vegan
3/22/2024,PA003,London,Perth,First Class,623.00,Yes,0,Vegetarian
11/6/2024,PA005,London,Tokyo,First Class,677.00,Yes,3,Vegetarian
12/20/2024,PA012,Tokyo,Perth,Economy,3200.00,Yes,1,Egg Free
8/28/2024,PA001,London,New York,Premium Economy,1337.50,Yes,1,Egg Free
12/25/2024,PA002,New York,London,Economy,2585.00,Yes,3,Vegan
8/16/2024,PA007,New York,Perth,First Class,383.00,Yes,2,Dairy Free
3/2/2024,PA008,Perth,New York,Business Class,747.60,Yes,3,Vegan
9/13/2024,PA008,Perth,New York,Business Class,351.60,Yes,1,None
9/25/2024,PA008,Perth,New York,First Class,534.00,Yes,1,Dairy Free
10/27/2024,PA012,Tokyo,Perth,Economy,1130.00,Yes,1,Vegan
9/11/2024,PA010,Tokyo,New York,Premium Economy,1382.50,Yes,3,Egg Free
7/16/2024,PA002,New York,London,First Class,535.00,Yes,3,None
2/9/2024,PA003,London,Perth,Business Class,355.20,Yes,3,Vegetarian
1/20/2024,PA008,Perth,New York,Business Class,274.80,Yes,0,Vegan
9/8/2024,PA001,London,New York,Business Class,727.20,Yes,3,Nut Free
9/15/2024,PA011,Perth,Tokyo,First Class,333.00,Yes,3,Nut Free
11/29/2024,PA003,London,Perth,Premium Economy,915.00,Yes,0,Dairy Free
2/10/2024,PA007,New York,Perth,First Class,687.00,Yes,1,Dairy Free
6/14/2024,PA012,Tokyo,Perth,Premium Economy,1547.50,Yes,3,Nut Free
5/15/2024,PA010,Tokyo,New York,Premium Economy,945.00,Yes,1,Egg Free
7/19/2024,PA006,Tokyo,London,First Class,654.00,Yes,1,Vegetarian
11/6/2024,PA003,London,Perth,First Class,311.00,Yes,2,Vegan
2/11/2024,PA005,London,Tokyo,Business Class,552.00,Yes,2,Nut Free
4/14/2024,PA005,London,Tokyo,First Class,256.00,Yes,3,Nut Free
11/8/2024,PA008,Perth,New York,Business Class,824.40,Yes,2,Nut Free
2/5/2024,PA008,Perth,New York,Premium Economy,1367.50,Yes,2,None
9/26/2024,PA004,Perth,London,Economy,1440.00,Yes,3,Vegan
6/15/2024,PA012,Tokyo,Perth,Business Class,724.80,Yes,3,Nut Free
2/25/2024,PA006,Tokyo,London,Economy,1555.00,Yes,1,Vegan
11/13/2024,PA001,London,New York,Business Class,450.00,Yes,0,Dairy Free
5/16/2024,PA004,Perth,London,First Class,609.00,Yes,1,None
4/13/2024,PA008,Perth,New York,Business Class,481.20,Yes,3,Egg Free
12/26/2024,PA006,Tokyo,London,Premium Economy,1060.00,Yes,1,Vegan
1/6/2024,PA001,London,New York,Premium Economy,1515.00,Yes,1,Egg Free
11/30/2024,PA006,Tokyo,London,First Class,264.00,Yes,0,Egg Free
12/23/2024,PA012,Tokyo,Perth,First Class,315.00,Yes,1,Vegan
4/11/2024,PA011,Perth,Tokyo,First Class,506.00,Yes,3,Nut Free
1/19/2024,PA004,Perth,London,Economy,3495.00,Yes,3,Vegetarian
10/17/2024,PA009,New York,Tokyo,Premium Economy,1172.50,Yes,1,Nut Free
9/22/2024,PA008,Perth,New York,Business Class,686.40,Yes,2,Nut Free
11/8/2024,PA005,London,Tokyo,Premium Economy,747.50,Yes,0,Dairy Free
4/16/2024,PA006,Tokyo,London,Premium Economy,1080.00,Yes,0,Egg Free
8/24/2024,PA012,Tokyo,Perth,Economy,3490.00,Yes,1,Egg Free
5/21/2024,PA012,Tokyo,Perth,Premium Economy,1415.00,Yes,2,Dairy Free
3/27/2024,PA010,Tokyo,New York,Premium Economy,755.00,Yes,1,Dairy Free
11/11/2024,PA011,Perth,Tokyo,First Class,281.00,Yes,3,Nut Free
10/10/2024,PA003,London,Perth,First Class,306.00,Yes,3,Vegetarian
10/14/2024,PA005,London,Tokyo,Business Class,526.80,Yes,0,Dairy Free
5/17/2024,PA001,London,New York,Premium Economy,1117.50,Yes,3,Nut Free
9/28/2024,PA006,Tokyo,London,Economy,3430.00,Yes,1,Vegetarian
6/28/2024,PA012,Tokyo,Perth,Economy,2535.00,Yes,3,Nut Free
7/26/2024,PA012,Tokyo,Perth,Business Class,418.80,Yes,1,Egg Free
7/27/2024,PA007,New York,Perth,First Class,215.00,Yes,1,Nut Free
5/22/2024,PA001,London,New York,Economy,1300.00,Yes,2,Vegan
12/4/2024,PA006,Tokyo,London,Premium Economy,637.50,Yes,1,Egg Free
5/26/2024,PA008,Perth,New York,Premium Economy,522.50,Yes,1,Egg Free
2/19/2024,PA003,London,Perth,Business Class,328.80,Yes,3,Nut Free
10/13/2024,PA010,Tokyo,New York,First Class,385.00,Yes,0,Vegan
3/21/2024,PA005,London,Tokyo,Premium Economy,1145.00,Yes,1,Vegan
8/10/2024,PA011,Perth,Tokyo,Business Class,556.80,Yes,2,None
12/31/2024,PA004,Perth,London,First Class,237.00,Yes,2,Nut Free
3/24/2024,PA010,Tokyo,New York,Premium Economy,1122.50,Yes,0,Egg Free
9/11/2024,PA012,Tokyo,Perth,Business Class,819.60,Yes,3,Egg Free
6/11/2024,PA012,Tokyo,Perth,Premium Economy,1062.50,Yes,1,Nut Free
9/22/2024,PA003,London,Perth,Economy,3195.00,Yes,1,Vegetarian
7/18/2024,PA012,Tokyo,Perth,Premium Economy,892.50,Yes,0,Vegan
8/14/2024,PA006,Tokyo,London,Economy,2325.00,Yes,0,Nut Free
4/27/2024,PA012,Tokyo,Perth,Economy,1280.00,Yes,1,None
10/18/2024,PA008,Perth,New York,First Class,292.00,Yes,3,Vegan
7/13/2024,PA011,Perth,Tokyo,Economy,1605.00,Yes,1,Vegetarian
11/17/2024,PA010,Tokyo,New York,Business Class,517.20,Yes,0,Dairy Free
6/29/2024,PA007,New York,Perth,Business Class,801.60,Yes,2,Dairy Free
2/2/2024,PA006,Tokyo,London,Economy,1240.00,Yes,2,Vegetarian
11/11/2024,PA001,London,New York,Business Class,739.20,Yes,2,Dairy Free
3/11/2024,PA002,New York,London,Business Class,750.00,Yes,1,Nut Free
10/22/2024,PA005,London,Tokyo,First Class,533.00,Yes,0,Nut Free
7/4/2024,PA006,Tokyo,London,First Class,366.00,Yes,0,Vegan
9/26/2024,PA010,Tokyo,New York,Premium Economy,640.00,Yes,0,Vegetarian
7/28/2024,PA003,London,Perth,Economy,3375.00,Yes,1,None
2/27/2024,PA002,New York,London,Premium Economy,1565.00,Yes,2,Vegetarian
2/29/2024,PA010,Tokyo,New York,Premium Economy,1135.00,Yes,3,Egg Free
10/13/2024,PA007,New York,Perth,Business Class,686.40,Yes,3,Dairy Free
6/21/2024,PA011,Perth,Tokyo,Business Class,829.20,Yes,1,Vegan
4/19/2024,PA009,New York,Tokyo,Economy,1085.00,Yes,3,None
9/8/2024,PA005,London,Tokyo,Economy,1115.00,Yes,3,Dairy Free
4/13/2024,PA004,Perth,London,Business Class,410.40,Yes,3,None
12/6/2024,PA005,London,Tokyo,Economy,1130.00,Yes,3,Nut Free
7/25/2024,PA007,New York,Perth,Premium Economy,1482.50,Yes,3,Vegan
10/26/2024,PA001,London,New York,Economy,1205.00,Yes,0,Dairy Free
11/23/2024,PA005,London,Tokyo,Economy,2070.00,Yes,2,Egg Free
11/4/2024,PA003,London,Perth,First Class,210.00,Yes,3,Nut Free
4/29/2024,PA012,Tokyo,Perth,Economy,3490.00,Yes,0,Dairy Free
9/26/2024,PA001,London,New York,First Class,207.00,Yes,2,Vegetarian
1/6/2024,PA004,Perth,London,First Class,236.00,Yes,1,Nut Free
